username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language
david22074732,b'(part 3)  for an 80 yo with dementia. i wasn\xe2\x80\x99t anti vax or pro vax. i fell for the propaganda by bigpharma. i just want to make others aware. there are others out there like me. found a group on fb. one who has spoke with congress #pfizervaccine',Julia720900,[],2021-11-29 06:00:46+00:00,86,128,en
ming63791097,b'(part 3)  for an 80 yo with dementia. i wasn\xe2\x80\x99t anti vax or pro vax. i fell for the propaganda by bigpharma. i just want to make others aware. there are others out there like me. found a group on fb. one who has spoke with congress #pfizervaccine',Julia720900,[],2021-11-29 05:28:46+00:00,10940,367,en
Julia720900,b'(part 3)  for an 80 yo with dementia. i wasn\xe2\x80\x99t anti vax or pro vax. i fell for the propaganda by bigpharma. i just want to make others aware. there are others out there like me. found a group on fb. one who has spoke with congress #pfizervaccine',no retweet username,[],2021-11-29 05:27:57+00:00,5642,1026,en
flinch04,b'covid-19: researcher blows the whistle on data integrity issues in pfizer\xe2\x80\x99s vaccine trial | the bmj. this scares me. #pfizervaccine https://t.co/0vtkvlunta',no retweet username,[],2021-11-29 04:53:52+00:00,53,212,en
joyfultruth11,"b'thanks to everyone who has sent me well wishes. i never expected my tweet to blow up as it did and it was not intended to scare either. for those who commented on my hair, it was because i was wearing the cap below when i was admitted \xf0\x9f\x98\x82\n#myocarditis #pfizervaccine #covid19uk https://t.co/hu7ohyrng0'",jonahthaloner,[],2021-11-29 00:02:08+00:00,4,85,en
summerbreeze712,b'#grapheneoxide \xe2\x80\x98discovered\xe2\x80\x99 in #pfizervaccine by dr campra - the #almeria paper - english translation https://t.co/trlfbsdwfp',RealityResidue,"[{'text': 'GrapheneOxide', 'indices': [20, 34]}, {'text': 'PfizerVaccine', 'indices': [51, 65]}, {'text': 'Almeria', 'indices': [85, 93]}]",2021-11-28 21:46:26+00:00,3144,3422,en
gkiran91,"b'the risk of severe illness against other major #covid variants, including #delta, alpha, beta and gamma. #coronapandemic #pfizervaccine #covishield #modernavaccine'",DrAMehndiratta,"[{'text': 'Covid', 'indices': [67, 73]}, {'text': 'Delta', 'indices': [94, 100]}]",2021-11-28 19:36:41+00:00,1245,1797,en
SandersSeanergy,b'and i have never been happier to feel sick. #pfizervaccine',MaryLTrump,"[{'text': 'Pfizervaccine', 'indices': [60, 74]}]",2021-11-28 16:13:45+00:00,456,4982,en
DrAMehndiratta,"b'the risk of severe illness against other major #covid variants, including #delta, alpha, beta and gamma. #coronapandemic #pfizervaccine #covishield #modernavaccine'",no retweet username,"[{'text': 'Covid', 'indices': [47, 53]}, {'text': 'Delta', 'indices': [74, 80]}]",2021-11-28 14:22:27+00:00,522,131,en
CrazedUpWorld,b'@uktodayuk stands to reason when public reports of #heartattack and #paramedics skip over the #vaccine?q and jump straight to #pfizervaccine?\n\nno blowing of the whistle tho from their observations\n#whistleblower',no retweet username,"[{'text': 'HeartAttack', 'indices': [51, 63]}, {'text': 'Paramedics', 'indices': [68, 79]}, {'text': 'Vaccine', 'indices': [94, 102]}]",2021-11-28 11:57:06+00:00,324,452,en
KaidenRouke,"b'i\xe2\x80\x99m too young to die \xf0\x9f\x98\xad age 31, 8 year old daughter and having the #pfizervaccine ripping through and getting into all of my cells since january #covid19'",no retweet username,"[{'text': 'Pfizervaccine', 'indices': [66, 80]}]",2021-11-28 09:58:55+00:00,309,1216,en
jkty,b'kc had his 2nd dose pfizer vaccine done yesterday. congrats! welcome to the fully vaccinated club! #manilacovid19 #pfizervaccine #pfizer @ sm city san lazaro https://t.co/anymfk4inj',no retweet username,"[{'text': 'manilacovid19', 'indices': [99, 113]}]",2021-11-28 04:09:56+00:00,148,112,en
LeeHernly,b'study: pfizer vaccine not effective vs covid after 2 doses  #covid19 #pfizervaccine\n\nhttps://t.co/dqwnl6trpy https://t.co/jm3il83n1d',no retweet username,"[{'text': 'COVID19', 'indices': [60, 68]}, {'text': 'PfizerVaccine', 'indices': [69, 83]}]",2021-11-28 03:30:37+00:00,979,1510,en
erin_r2345,b'feeling so relieved #vaccineswork #pfizervaccine #covidvaccinekids #doyourpart https://t.co/jdoggsewcw',no retweet username,"[{'text': 'VaccinesWork', 'indices': [20, 33]}, {'text': 'Pfizervaccine', 'indices': [34, 48]}, {'text': 'COVIDVaccineKids', 'indices': [49, 66]}, {'text': 'doyourpart', 'indices': [67, 78]}]",2021-11-28 01:11:30+00:00,2,36,en
KatharineAugus2,b'answering all of your questions on the covid-19 vaccine for kids with the help of @surgeon_general \xe2\x9b\x91\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc https://t.co/7t8roqomyq #covid19 #pfizervaccine https://t.co/kgmy2dmug7',RealDoctorMike,[],2021-11-28 00:25:18+00:00,0,11,en
Talisman_1956,b'moronic it is. how many of the gullible will fall for this.\n\nhttps://t.co/atipaiuwjh\n\n#coronavaccination #coronavirusupdates #covid19vaccine #covidvaccines #pfizervaccine #vaccineswork',no retweet username,"[{'text': 'CoronaVaccination', 'indices': [86, 104]}]",2021-11-28 00:19:57+00:00,0,1,en
DodgeRambl3r,"b""@hls_1982 testing all incoming passengers will increase cases - that will be blamed on the new omicron ...or should i say #moronic #covid variant. just in time to implement plan b and jab nearly out-of-date #pfizervaccine. i see what you're doing \xf0\x9f\x91\x80\n\n@borisjohnson @susanmichie @sajidjavid""",ceelzm,[],2021-11-27 18:35:38+00:00,1060,1460,en
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language
celimarrivera,"b""for 170+ years, @pfizer has been on the leading edge of biopharmaceuticals. come join our team! we're on the lookout for future scientists, doctors, data analysts, &amp; program managers who are ready to make a difference. #pfizerproud #pfecolleague https://t.co/rs75um2evg""",no retweet username,[],2021-12-01 04:02:01+00:00,18,94,en
celimarrivera,"b'#pfizerproud to welcome bill sessa, phd, as @pfizer\xe2\x80\x99s soon-to-be new cso of internal medicine. bill is a renowned scientist who will join us in february 2022 after a nearly 30-year career at yale. welcome to pfizer, bill! read more: #pfecolleague https://t.co/9dnxikdhqo https://t.co/1hhtnj3jab'",no retweet username,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-12-01 04:01:40+00:00,18,94,en
celimarrivera,b'i\xe2\x80\x99m #pfizerproud of this innovative #partnership with @zipline to advance #healthequity. #pfecolleague https://t.co/cyebmvic6q',no retweet username,"[{'text': 'Pfizerproud', 'indices': [4, 16]}, {'text': 'partnership', 'indices': [36, 48]}, {'text': 'HealthEquity', 'indices': [74, 87]}, {'text': 'PFEColleague', 'indices': [89, 102]}]",2021-12-01 04:01:36+00:00,18,94,en
celimarrivera,b'#pfizerproud of another important step in our mission for equitable access to treatments and vaccines to help end this pandemic. #pfecolleague https://t.co/w9kfzhm8tw',no retweet username,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-12-01 04:01:33+00:00,18,94,en
celimarrivera,"b'people like tony, a #prostatecancer survivor and advocate, remind us why it\xe2\x80\x99s so important to continue advancing care for men living with this disease. i\xe2\x80\x99m #pfizerproud to help raise awareness during #growandgive, and i hope you\xe2\x80\x99ll join us. #pfecolleague https://t.co/3bdugh8kmn https://t.co/caivzvpud1'",no retweet username,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-12-01 04:01:31+00:00,18,94,en
celimarrivera,"b""for 170+ years, @pfizer has been on the leading edge of biopharmaceuticals. come join our team! we're on the lookout for future scientists, doctors, data analysts, &amp; program managers who are ready to make a difference. #pfizerproud #pfecolleague https://t.co/hvjkia1clf""",no retweet username,[],2021-12-01 04:00:40+00:00,18,94,en
celimarrivera,"b'#pfizerproud to welcome bill sessa, phd, as @pfizer\xe2\x80\x99s soon-to-be new cso of internal medicine. bill is a renowned scientist who will join us in february 2022 after a nearly 30-year career at yale. welcome to pfizer, bill! read more: #pfecolleague https://t.co/ucwgqslyac https://t.co/kakq1patwu'",no retweet username,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-12-01 04:00:25+00:00,18,94,en
celimarrivera,b'#pfizerproud of another important step in our mission for equitable access to treatments and vaccines to help end this pandemic. #pfecolleague https://t.co/copmivqfip',no retweet username,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-12-01 04:00:14+00:00,18,94,en
celimarrivera,"b'people like tony, a #prostatecancer survivor and advocate, remind us why it\xe2\x80\x99s so important to continue advancing care for men living with this disease. i\xe2\x80\x99m #pfizerproud to help raise awareness during #growandgive, and i hope you\xe2\x80\x99ll join us. #pfecolleague https://t.co/fc1rhruuyu https://t.co/kteh39way2'",no retweet username,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-12-01 04:00:11+00:00,18,94,en
SouthSideSlim3,"b'@douglasemhoff @chasten in august 2020 i became a pfizer phase 3 trial participant. less than 44,000 of us changed the vaccine world. i look around in awe now and think, ""i did my best to save you all."" #weareone #pfizerproud'",no retweet username,[],2021-12-01 00:35:16+00:00,14,25,en
68john,"b""for 170+ years, @pfizer has been on the leading edge of biopharmaceuticals. come join our team! we're on the lookout for future scientists, doctors, data analysts, &amp; program managers who are ready to make a difference. #pfizerproud #pfecolleague https://t.co/ua0mzhpzaa""",no retweet username,[],2021-11-30 20:25:16+00:00,5,70,en
68john,"b""i\xe2\x80\x99m #pfizerproud to work at a company committed to climate action. learn more about @pfizer's actions and current initiatives: #pfecolleague https://t.co/9oevaon2t2 https://t.co/aqgmejp8dk""",no retweet username,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-30 20:25:12+00:00,5,70,en
68john,"b""i'm thrilled to share a new video featuring my colleagues talking about the wonders of doing #science at @pfizer's r&amp;d location in @cambma's kendall square\xe2\x80\x94a globally renowned scientific hub. come join us! #pfizerproud #pfecolleague https://t.co/wyzufat1lp""",no retweet username,"[{'text': 'science', 'indices': [93, 101]}]",2021-11-30 20:25:03+00:00,5,70,en
68john,b'#cancer is relentless. so are our pfizer scientists. our research teams in la jolla and boulder are working to outsmart cancers that spread to the brain. #sciencewillwin #pfizerproud #pfecolleague https://t.co/l3fefn5tw4',no retweet username,"[{'text': 'Cancer', 'indices': [0, 7]}]",2021-11-30 14:31:59+00:00,5,70,en
68john,b'what a wonderful program! so #pfizerproud to work for a company committed to supporting #stemeducation and to increasing #equity and representation in science and medicine. #pfizerksq #pfecolleague https://t.co/dthhwmfxjp',no retweet username,"[{'text': 'PfizerProud', 'indices': [29, 41]}, {'text': 'STEMeducation', 'indices': [88, 102]}]",2021-11-30 14:31:43+00:00,5,70,en
68john,b'exciting news for pfizer oncology today! #pfizerproud of our continued commitment to people living with #bloodcancers. #pfecolleague https://t.co/k4pc7co2ff',no retweet username,"[{'text': 'PfizerProud', 'indices': [41, 53]}]",2021-11-30 14:31:37+00:00,5,70,en
68john,b'i\xe2\x80\x99m #pfizerproud proud to work alongside my colleagues who received the #heroesofchemistry award. #sciencewillwin #oncology #lcsm #biomarker #nsclc #alk #pfecolleague https://t.co/qpkqkcmr4b',no retweet username,"[{'text': 'PfizerProud', 'indices': [4, 16]}, {'text': 'HeroesOfChemistry', 'indices': [72, 90]}, {'text': 'ScienceWillWin', 'indices': [98, 113]}]",2021-11-30 14:31:27+00:00,5,70,en
68john,"b""for 170+ years, @pfizer has been on the leading edge of biopharmaceuticals. come join our team! we're on the lookout for future scientists, doctors, data analysts, &amp; program managers who are ready to make a difference. #pfizerproud #pfecolleague https://t.co/rpqcqlzqzj""",no retweet username,[],2021-11-30 00:10:37+00:00,5,70,en
68john,"b'#pfizerproud to welcome bill sessa, phd, as @pfizer\xe2\x80\x99s soon-to-be new cso of internal medicine. bill is a renowned scientist who will join us in february 2022 after a nearly 30-year career at yale. welcome to pfizer, bill! read more: #pfecolleague https://t.co/b6matml1vf https://t.co/8alkumrpkd'",no retweet username,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-11-30 00:10:32+00:00,5,70,en
68john,"b""i'm thrilled to share a new video featuring my colleagues talking about the wonders of doing #science at @pfizer's r&amp;d location in @cambma's kendall square\xe2\x80\x94a globally renowned scientific hub. come join us! #pfizerproud #pfecolleague https://t.co/8fkvttwzeb""",no retweet username,"[{'text': 'science', 'indices': [93, 101]}]",2021-11-30 00:10:27+00:00,5,70,en
68john,b'i\xe2\x80\x99m #pfizerproud of this innovative #partnership with @zipline to advance #healthequity. #pfecolleague https://t.co/txauqkxaiq',no retweet username,"[{'text': 'Pfizerproud', 'indices': [4, 16]}, {'text': 'partnership', 'indices': [36, 48]}, {'text': 'HealthEquity', 'indices': [74, 87]}, {'text': 'PFEColleague', 'indices': [89, 102]}]",2021-11-30 00:10:23+00:00,5,70,en
kragfearghal,"b'great to see pfizer\xe2\x80\x99s chief development officer, i&amp;i, mike corbo recognized in a new film which demonstrates the power of kindness, innovative science &amp; a patient\xe2\x80\x99s fight for survival. watch the trailer: https://t.co/yhzyedmdcw #pfizerproud #pfecolleague https://t.co/95dwzsahrd'",savorthethyme,[],2021-11-29 23:39:54+00:00,514,399,en
kragfearghal,"b""#pfizerproud of our heritage in bringing breakthroughs that change patients' lives. #pfecolleague https://t.co/nxjbau543v""",savorthethyme,"[{'text': 'PfizerProud', 'indices': [19, 31]}, {'text': 'PFEColleague', 'indices': [103, 116]}]",2021-11-29 23:39:42+00:00,514,399,en
kragfearghal,b'understanding patients\xe2\x80\x99 experiences with rare conditions like #sicklecelldisease is vital to our work at @pfizer. help us advance scientific progress by raising awareness about this debilitating disease. #sicklecellmatters #pfizerproud #pfecolleague https://t.co/ggqo4te7au',savorthethyme,"[{'text': 'sicklecelldisease', 'indices': [81, 99]}]",2021-11-29 23:39:36+00:00,514,399,en
