,username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language,Polarity,Polarity_distribution,len_tweet,word_count_tweet
103,celimarrivera, years leading edge biopharmaceuticals come join team lookout future scientists doctors data analysts amp program managers ready make difference pfizerproud pfecolleague,ceelzm,"[{'text': 'CoronaVaccination', 'indices': [86, 104]}]",2021-12-01,18,94,en,0.1,Negative,169,22
104,celimarrivera, pfizerproud welcome bill sessa phd soon new cso internal medicine bill renowned scientist join us february nearly year career yale welcome pfizer bill read pfecolleague,ceelzm,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-12-01,18,94,en,0.3672727272727273,Negative,169,26
105,celimarrivera, pfizerproud innovative partnership advance healthequity pfecolleague,ceelzm,"[{'text': 'Pfizerproud', 'indices': [4, 16]}, {'text': 'partnership', 'indices': [36, 48]}, {'text': 'HealthEquity', 'indices': [74, 87]}, {'text': 'PFEColleague', 'indices': [89, 102]}]",2021-12-01,18,94,en,0.5,Negative,69,7
106,celimarrivera, pfizerproud another important step mission equitable access treatments vaccines help end pandemic pfecolleague,ceelzm,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-12-01,18,94,en,0.4,Negative,111,14
107,celimarrivera, people like tony prostatecancer survivor advocate remind us important continue advancing care men living disease pfizerproud help raise awareness growandgive hope join us pfecolleague,ceelzm,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-12-01,18,94,en,0.4,Negative,184,25
108,celimarrivera, years leading edge biopharmaceuticals come join team lookout future scientists doctors data analysts amp program managers ready make difference pfizerproud pfecolleague,ceelzm,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-12-01,18,94,en,0.1,Negative,169,22
109,celimarrivera, pfizerproud welcome bill sessa phd soon new cso internal medicine bill renowned scientist join us february nearly year career yale welcome pfizer bill read pfecolleague,ceelzm,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-12-01,18,94,en,0.3672727272727273,Negative,169,26
110,celimarrivera, pfizerproud another important step mission equitable access treatments vaccines help end pandemic pfecolleague,ceelzm,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-12-01,18,94,en,0.4,Negative,111,14
111,celimarrivera, people like tony prostatecancer survivor advocate remind us important continue advancing care men living disease pfizerproud help raise awareness growandgive hope join us pfecolleague,ceelzm,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-12-01,18,94,en,0.4,Negative,184,25
112,southsideslim3, august became pfizer phase trial participant less us changed vaccine world look around awe think best save weareone pfizerproud,ceelzm,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-12-01,14,25,en,0.4166666666666667,Negative,128,20
113,68john, years leading edge biopharmaceuticals come join team lookout future scientists doctors data analysts amp program managers ready make difference pfizerproud pfecolleague,ceelzm,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-11-30,5,70,en,0.1,Negative,169,22
114,68john, pfizerproud work company committed climate action learn actions current initiatives pfecolleague,ceelzm,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-30,5,70,en,0.05,Negative,97,12
115,68john, thrilled share new video featuring colleagues talking wonders science r amp location kendall square globally renowned scientific hub come join us pfizerproud pfecolleague,ceelzm,"[{'text': 'science', 'indices': [93, 101]}]",2021-11-30,5,70,en,0.24545454545454545,Negative,171,24
116,68john, cancer relentless pfizer scientists research teams la jolla boulder working outsmart cancers spread brain sciencewillwin pfizerproud pfecolleague,ceelzm,"[{'text': 'Cancer', 'indices': [0, 7]}]",2021-11-30,5,70,en,0.0,Neutral,146,18
117,68john, wonderful program pfizerproud work company committed supporting stemeducation increasing equity representation science medicine pfizerksq pfecolleague,ceelzm,"[{'text': 'PfizerProud', 'indices': [29, 41]}, {'text': 'STEMeducation', 'indices': [88, 102]}]",2021-11-30,5,70,en,0.625,Negative,151,16
118,68john, e news pfizer oncology today pfizerproud continued commitment people living bloodcancers pfecolleague,ceelzm,"[{'text': 'PfizerProud', 'indices': [41, 53]}]",2021-11-30,5,70,en,0.0,Neutral,102,13
119,68john, pfizerproud proud work alongside colleagues received heroesofchemistry award sciencewillwin oncology lcsm biomarker nsclc alk pfecolleague,ceelzm,"[{'text': 'PfizerProud', 'indices': [4, 16]}, {'text': 'HeroesOfChemistry', 'indices': [72, 90]}, {'text': 'ScienceWillWin', 'indices': [98, 113]}]",2021-11-30,5,70,en,0.8,Negative,139,16
120,68john, years leading edge biopharmaceuticals come join team lookout future scientists doctors data analysts amp program managers ready make difference pfizerproud pfecolleague,ceelzm,"[{'text': 'PfizerProud', 'indices': [4, 16]}, {'text': 'HeroesOfChemistry', 'indices': [72, 90]}, {'text': 'ScienceWillWin', 'indices': [98, 113]}]",2021-11-30,5,70,en,0.1,Negative,169,22
121,68john, pfizerproud welcome bill sessa phd soon new cso internal medicine bill renowned scientist join us february nearly year career yale welcome pfizer bill read pfecolleague,ceelzm,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-11-30,5,70,en,0.3672727272727273,Negative,169,26
122,68john, thrilled share new video featuring colleagues talking wonders science r amp location kendall square globally renowned scientific hub come join us pfizerproud pfecolleague,ceelzm,"[{'text': 'science', 'indices': [93, 101]}]",2021-11-30,5,70,en,0.24545454545454545,Negative,171,24
123,68john, pfizerproud innovative partnership advance healthequity pfecolleague,ceelzm,"[{'text': 'Pfizerproud', 'indices': [4, 16]}, {'text': 'partnership', 'indices': [36, 48]}, {'text': 'HealthEquity', 'indices': [74, 87]}, {'text': 'PFEColleague', 'indices': [89, 102]}]",2021-11-30,5,70,en,0.5,Negative,69,7
124,kragfearghal, great see pfizer chief development officer amp mike corbo recognized new film demonstrates power kindness innovative science amp patient fight survival watch trailer pfizerproud pfecolleague,savorthethyme,"[{'text': 'Pfizerproud', 'indices': [4, 16]}, {'text': 'partnership', 'indices': [36, 48]}, {'text': 'HealthEquity', 'indices': [74, 87]}, {'text': 'PFEColleague', 'indices': [89, 102]}]",2021-11-29,514,399,en,0.4787878787878788,Negative,191,26
125,kragfearghal, pfizerproud heritage bringing breakthroughs change patients lives pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [19, 31]}, {'text': 'PFEColleague', 'indices': [103, 116]}]",2021-11-29,514,399,en,0.0,Neutral,79,9
126,kragfearghal, understanding patients e rare conditions like sicklecelldisease vital work help us advance scientific progress raising awareness debilitating disease sicklecellmatters pfizerproud pfecolleague,savorthethyme,"[{'text': 'sicklecelldisease', 'indices': [81, 99]}]",2021-11-29,514,399,en,0.2,Negative,193,22
127,kragfearghal, pfizerproud work company committed climate action learn actions current initiatives pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [23, 35]}]",2021-11-29,514,399,en,0.05,Negative,97,12
128,kragfearghal, congrats pfizer group president angela hwang ranking fortune powerful women recognition honors angela leadership champion field pfizerproud pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [23, 35]}]",2021-11-29,514,399,en,0.3,Negative,153,19
129,kragfearghal, grateful see commitment core value equity recognized named best employer women bestemployersforwomen pfizerproud pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [23, 35]}]",2021-11-29,514,399,en,1.0,Negative,126,15
130,kragfearghal, fast company queer list chief corporate affairs officer sally susman describes career defining moments past year ongoing advocacy lgbtq representation pfizerproud pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [23, 35]}]",2021-11-29,514,399,en,-0.016666666666666663,Positive,176,23
131,savorthethyme, fast company queer list chief corporate affairs officer sally susman describes career defining moments past year ongoing advocacy lgbtq representation pfizerproud pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [23, 35]}]",2021-11-29,12543,8457,en,-0.016666666666666663,Positive,176,23
132,savorthethyme, grateful see commitment core value equity recognized named best employer women bestemployersforwomen pfizerproud pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [23, 35]}]",2021-11-29,12543,8457,en,1.0,Negative,126,15
133,savorthethyme, congrats pfizer group president angela hwang ranking fortune powerful women recognition honors angela leadership champion field pfizerproud pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [23, 35]}]",2021-11-29,12543,8457,en,0.3,Negative,153,19
134,savorthethyme, pfizerproud work company committed climate action learn actions current initiatives pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-29,12543,8457,en,0.05,Negative,97,12
135,68john, people ages affected respiratory syncytial virus rsv risk increases older adults pfizerproud scientists get closer develop potential vaccine rsvawarenessmonth pfecolleague,savorthethyme,"[{'text': 'RSV', 'indices': [66, 70]}]",2021-11-29,5,70,en,0.08333333333333333,Negative,172,21
136,martellrivera, pfizerproud welcome bill sessa phd soon new cso internal medicine bill renowned scientist join us february nearly year career yale welcome pfizer bill read pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-11-29,611,404,en,0.3672727272727273,Negative,169,26
137,martellrivera, pfizerproud innovative partnership advance healthequity pfecolleague,savorthethyme,"[{'text': 'Pfizerproud', 'indices': [4, 16]}, {'text': 'partnership', 'indices': [36, 48]}, {'text': 'HealthEquity', 'indices': [74, 87]}, {'text': 'PFEColleague', 'indices': [89, 102]}]",2021-11-29,611,404,en,0.5,Negative,69,7
138,martellrivera, pfizerproud another important step mission equitable access treatments vaccines help end pandemic pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-11-29,611,404,en,0.4,Negative,111,14
139,martellrivera, people like tony prostatecancer survivor advocate remind us important continue advancing care men living disease pfizerproud help raise awareness growandgive hope join us pfecolleague,savorthethyme,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-11-29,611,404,en,0.4,Negative,184,25
140,martellrivera, pfizerproud work colleagues support dermatology community ensuring patients every racial ethnic group cultural identity feel understood feel healthier skin pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-29,611,404,en,0.1,Negative,169,21
141,celimarrivera, pfizerproud work colleagues support dermatology community ensuring patients every racial ethnic group cultural identity feel understood feel healthier skin pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-29,18,94,en,0.1,Negative,169,21
142,celimarrivera, pfizerproud another important step mission equitable access treatments vaccines help end pandemic pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-11-29,18,94,en,0.4,Negative,111,14
143,celimarrivera, people like tony prostatecancer survivor advocate remind us important continue advancing care men living disease pfizerproud help raise awareness growandgive hope join us pfecolleague,savorthethyme,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-11-29,18,94,en,0.4,Negative,184,25
144,celimarrivera, pfizerproud work colleagues support dermatology community ensuring patients every racial ethnic group cultural identity feel understood feel healthier skin pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-29,18,94,en,0.1,Negative,169,21
145,celimarrivera, pfizerproud another important step mission equitable access treatments vaccines help end pandemic pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-11-29,18,94,en,0.4,Negative,111,14
146,celimarrivera, people like tony prostatecancer survivor advocate remind us important continue advancing care men living disease pfizerproud help raise awareness growandgive hope join us pfecolleague,savorthethyme,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-11-29,18,94,en,0.4,Negative,184,25
147,celimarrivera, pfizerproud work colleagues support dermatology community ensuring patients every racial ethnic group cultural identity feel understood feel healthier skin pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-29,18,94,en,0.1,Negative,169,21
148,hollyholtzmann, pfizerproud innovative partnership advance healthequity pfecolleague,savorthethyme,"[{'text': 'Pfizerproud', 'indices': [4, 16]}, {'text': 'partnership', 'indices': [36, 48]}, {'text': 'HealthEquity', 'indices': [74, 87]}, {'text': 'PFEColleague', 'indices': [89, 102]}]",2021-11-29,7,67,en,0.5,Negative,69,7
149,hollyholtzmann, people like tony prostatecancer survivor advocate remind us important continue advancing care men living disease pfizerproud help raise awareness growandgive hope join us pfecolleague,savorthethyme,"[{'text': 'ProstateCancer', 'indices': [20, 35]}]",2021-11-29,7,67,en,0.4,Negative,184,25
150,hollyholtzmann, pfizerproud work colleagues support dermatology community ensuring patients every racial ethnic group cultural identity feel understood feel healthier skin pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-29,7,67,en,0.1,Negative,169,21
151,sipplejennifer, pfizerproud work colleagues support dermatology community ensuring patients every racial ethnic group cultural identity feel understood feel healthier skin pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-29,117,167,en,0.1,Negative,169,21
152,68john, proud work amazing news feature best employer women bestemployersforwomen pfizerproud pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-28,5,70,en,0.8000000000000002,Negative,99,12
153,68john, pfizerproud commitment researching investigational vaccine candidate could potentially prevent rsv pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [0, 12]}]",2021-11-28,5,70,en,0.0,Neutral,112,12
154,68john, pfizerproud work company whose leader champions cross sector collaboration create sustainable future pfecolleague,savorthethyme,"[{'text': 'PfizerProud', 'indices': [4, 16]}]",2021-11-28,5,70,en,0.0,Neutral,114,14
155,68john, thrilled share new video featuring colleagues talking wonders science r amp location kendall square globally renowned scientific hub come join us pfizerproud pfecolleague,savorthethyme,"[{'text': 'science', 'indices': [93, 101]}]",2021-11-28,5,70,en,0.24545454545454545,Negative,171,24
156,68john, pfizerproud innovative partnership advance healthequity pfecolleague,savorthethyme,"[{'text': 'Pfizerproud', 'indices': [4, 16]}, {'text': 'partnership', 'indices': [36, 48]}, {'text': 'HealthEquity', 'indices': [74, 87]}, {'text': 'PFEColleague', 'indices': [89, 102]}]",2021-11-28,5,70,en,0.5,Negative,69,7
